price,baths,rooms,sqft,address,Pisos,Independientes
155000,1,2,74,"12 de Octubre-Orcasur, Madrid",1,0
990000,4,3,320,"San Blas, Madrid",0,1
259000,1,2,54,"Quintana, Madrid",1,0
1410000,2,3,118,"Goya, Madrid",1,0
2200000,4,4,279,"Cuzco-Castillejos, Madrid",1,0
850000,2,2,118,"Arapiles, Madrid",1,0
1690000,6,6,533,"Hortaleza, Madrid",0,1
1250000,5,4,275,"Fuencarral, Madrid",1,0
1300000,3,3,165,"Cuatro Caminos, Madrid",1,0
2300000,5,4,310,"Nueva España, Madrid",1,0
940500,2,3,168,"Gaztambide, Madrid",1,0
950000,2,3,150,"Ciudad Lineal, Madrid",1,0
1445000,3,3,263,"Chamartín, Madrid",1,0
3700000,4,5,407,"Chamberí, Madrid",1,0
749000,2,2,104,"Sol, Madrid",1,0
430000,1,1,82,"Hortaleza, Madrid",1,0
865000,2,2,127,"Chamberí, Madrid",1,0
780000,2,2,74,"Barrio de Salamanca, Madrid",1,0
895000,2,3,101,"Barrio de Salamanca, Madrid",1,0
1400000,2,3,150,"Goya, Madrid",1,0
1690000,6,6,530,"Conde Orgaz-Piovera, Madrid",0,1
1850000,5,5,302,"Hortaleza, Madrid",1,0
875000,2,3,134,"Hortaleza, Madrid",1,0
350000,1,1,79,"Chamartín, Madrid",1,0
1250000,4,5,276,"Barrio de Salamanca, Madrid",1,0
240000,1,2,100,"Puente de Vallecas, Madrid",1,0
300000,2,4,98,"Moratalaz, Madrid",1,0
1995000,3,3,174,"Barrio de Salamanca, Madrid",1,0
1650000,2,2,181,"Chamartín, Madrid",1,0
3700000,5,6,430,"Chamartín, Madrid",0,1
1360000,3,2,210,"Retiro, Madrid",1,0
1685000,4,4,222,"Goya, Madrid",1,0
1320000,2,3,140,"Barrio de Salamanca, Madrid",1,0
1400000,3,2,138,"Chamberí, Madrid",1,0
3490000,3,5,383,"Barrio de Salamanca, Madrid",1,0
900000,2,3,150,"Hortaleza, Madrid",1,0
880000,3,3,167,"Retiro, Madrid",1,0
1720000,5,4,221,"Centro, Madrid",1,0
800000,2,3,158,"Retiro, Madrid",1,0
720000,1,2,73,"Barrio de Salamanca, Madrid",1,0
1175000,3,4,173,"Palacio, Madrid",1,0
2290000,4,3,184,"Centro, Madrid",1,0
435000,1,2,89,"Argüelles, Madrid",1,0
485000,2,3,161,"Fuencarral, Madrid",1,0
2580000,4,3,300,"Ciudad Jardín, Madrid",0,1
3950000,8,8,725,"Aravaca, Madrid",0,1
2500000,5,4,463,"El Viso, Madrid",1,0
940000,2,3,139,"Argüelles, Madrid",1,0
949000,2,3,240,"Moncloa, Madrid",1,0
3200000,4,8,596,"Almagro, Madrid",1,0
698000,2,2,108,"Barrio de Salamanca, Madrid",1,0
2900000,2,3,216,"Almagro, Madrid",1,0
1590000,4,4,307,"Hortaleza, Madrid",0,1
3200000,4,7,596,"Almagro, Madrid",1,0
3250000,3,5,300,"Almagro, Madrid",1,0
2700000,3,3,200,"Almagro, Madrid",1,0
1395000,2,3,177,"Nueva España, Madrid",1,0
2300000,5,5,256,"Chamartín, Madrid",1,0
875000,4,3,215,"Fuentelarreina, Madrid",1,0
1450000,4,4,258,"Bernabéu-Hispanoamérica, Madrid",1,0
1330000,3,5,234,"Chamartín, Madrid",1,0
1190000,3,2,86,"Goya, Madrid",1,0
2950000,3,4,350,"Castellana, Madrid",1,0
2190000,3,3,209,"Chueca-Justicia, Madrid",1,0
1850000,4,5,256,"Cuzco-Castillejos, Madrid",1,0
5900000,8,5,730,"Moncloa, Madrid",0,1
699000,3,5,160,"Prosperidad, Madrid",1,0
3100000,4,4,395,"Chamberí, Madrid",1,0
1299000,2,5,210,"Goya, Madrid",1,0
3000000,8,5,881,"Fuencarral, Madrid",0,1
890000,3,3,118,"Centro, Madrid",1,0
3200000,4,7,573,"Chamartín, Madrid",0,1
1385000,2,2,166,"Centro, Madrid",1,0
1760000,2,3,145,"Centro, Madrid",1,0
859000,2,3,133,"Centro, Madrid",1,0
2500000,4,5,314,"Chamberí, Madrid",1,0
900000,2,4,173,"Centro, Madrid",1,0
3950000,5,4,291,"Barrio de Salamanca, Madrid",1,0
640000,2,3,115,"Moncloa, Madrid",1,0
1490000,3,4,216,"Hortaleza, Madrid",1,0
1200000,2,3,243,"Castilla, Madrid",1,0
650000,2,3,150,"Fuencarral, Madrid",1,0
720000,2,2,125,"Moncloa, Madrid",1,0
345000,1,2,42,"Cuatro Caminos, Madrid",1,0
895000,4,6,272,"Moncloa, Madrid",0,1
2500000,6,5,510,"Moncloa, Madrid",0,1
2490000,4,4,593,"Chamartín, Madrid",1,0
255900,1,3,93,"Amposta, Madrid",1,0
3195000,4,6,460,"Goya, Madrid",1,0
990000,2,3,102,"Recoletos, Madrid",1,0
2150000,5,5,407,"Hortaleza, Madrid",1,0
1690000,6,6,530,"Hortaleza, Madrid",0,1
2060000,5,5,334,"Hortaleza, Madrid",0,1
2500000,4,7,212,"Chamartín, Madrid",0,1
2500000,4,3,343,"Barrio de Salamanca, Madrid",1,0
1150000,5,4,370,"San Blas, Madrid",0,1
719000,2,3,120,"Hortaleza, Madrid",1,0
990000,1,2,104,"Chamberí, Madrid",1,0
430000,2,3,91,"Fuencarral, Madrid",1,0
1820000,3,5,380,"Chamartín, Madrid",1,0
445000,2,3,104,"Valdeacederas, Madrid",1,0
758500,2,3,170,"Valdeacederas, Madrid",1,0
2450000,4,6,430,"Niño Jesús, Madrid",1,0
1160000,3,5,202,"Bernabéu-Hispanoamérica, Madrid",1,0
169000,1,0,36,"Acacias, Madrid",1,0
900000,2,5,155,"Guindalera, Madrid",1,0
2280000,3,4,268,"Moncloa, Madrid",1,0
1400000,4,7,413,"Ciudad Lineal, Madrid",1,0
229900,1,2,75,"Pueblo Nuevo, Madrid",1,0
660000,1,1,58,"Argüelles, Madrid",1,0
420000,1,1,57,"Chamartín, Madrid",1,0
270000,1,2,53,"Latina, Madrid",1,0
299000,1,2,59,"Guindalera, Madrid",1,0
675000,3,6,195,"Fuencarral, Madrid",0,1
1625000,4,3,192,"Lista, Madrid",1,0
1150000,3,4,174,"Ibiza, Madrid",1,0
1175000,2,2,118,"Barrio de Salamanca, Madrid",1,0
620000,2,3,138,"Guindalera, Madrid",1,0
2395000,5,4,264,"Nuevos Ministerios-Ríos Rosas, Madrid",1,0
660000,2,1,120,"Malasaña-Universidad, Madrid",1,0
2060000,5,5,334,"Palomas, Madrid",0,1
1290000,4,5,390,"Ciudad Lineal, Madrid",1,0
435000,2,2,102,"Lavapiés-Embajadores, Madrid",1,0
920000,4,5,217,"Ciudad Lineal, Madrid",1,0
660000,2,2,88,"Retiro, Madrid",1,0
290000,1,2,42,"Prosperidad, Madrid",1,0
750000,2,2,149,"Moncloa, Madrid",1,0
850000,2,3,164,"Ciudad Lineal, Madrid",1,0
1125000,2,4,142,"Retiro, Madrid",1,0
1200000,3,4,209,"Tetuán, Madrid",1,0
470000,2,3,121,"Hortaleza, Madrid",1,0
1490000,2,3,120,"Recoletos, Madrid",1,0
1050000,2,2,180,"Retiro, Madrid",1,0
2100000,2,2,131,"Retiro, Madrid",1,0
895000,2,2,102,"Goya, Madrid",1,0
560000,2,2,84,"Barrio de Salamanca, Madrid",1,0
1100000,2,3,247,"Tetuán, Madrid",1,0
1445000,3,3,263,"Chamartín, Madrid",1,0
2250000,3,4,256,"Chamberí, Madrid",1,0
1225000,3,5,229,"Vallehermoso, Madrid",1,0
1050000,3,4,191,"Ciudad Lineal, Madrid",1,0
810000,2,3,131,"Barrio de Salamanca, Madrid",1,0
720000,2,4,143,"Chamberí, Madrid",1,0
750000,3,2,109,"Retiro, Madrid",1,0
3950000,5,4,291,"Barrio de Salamanca, Madrid",1,0
3200000,7,7,573,"Chamartín, Madrid",0,1
1200000,3,4,168,"Chamartín, Madrid",1,0
1250000,4,4,367,"San Blas, Madrid",0,1
782300,2,3,193,"Valdebebas - Valdefuentes, Madrid",1,0
3000000,4,4,269,"Chamartín, Madrid",0,1
1890000,3,4,316,"Moncloa, Madrid",1,0
999000,3,3,104,"Chueca-Justicia, Madrid",1,0
169000,1,2,74,"Almendrales, Madrid",1,0
2000000,1,3,142,"Sol, Madrid",1,0
1290000,3,3,211,"Tetuán, Madrid",1,0
1150000,3,3,143,"Moncloa, Madrid",1,0
1100000,2,3,100,"Barrio de Salamanca, Madrid",1,0
695000,2,2,262,"Lavapiés-Embajadores, Madrid",1,0
1900000,4,7,370,"Canillas, Madrid",0,1
1700000,6,6,540,"Ciudad Universitaria, Madrid",0,1
1250000,5,4,300,"Aravaca, Madrid",0,1
1650000,3,3,200,"Barrio de Salamanca, Madrid",1,0
1695000,3,3,181,"Barrio de Salamanca, Madrid",1,0
919000,3,3,112,"Sol, Madrid",1,0
825000,4,4,164,"Malasaña-Universidad, Madrid",1,0
990000,4,5,292,"Moncloa, Madrid",1,0
575500,1,2,70,"Malasaña-Universidad, Madrid",1,0
2950000,6,6,555,"Moncloa, Madrid",0,1
1850000,5,7,302,"Hortaleza, Madrid",1,0
3600000,6,5,376,"Chamartín, Madrid",0,1
975000,4,7,484,"Fuencarral, Madrid",0,1
1190000,6,5,400,"Moncloa, Madrid",0,1
995000,4,4,240,"Fuencarral, Madrid",1,0
1700000,3,3,124,"Chamartín, Madrid",0,1
1100000,2,2,160,"Centro, Madrid",1,0
1750000,3,4,200,"Chamartín, Madrid",1,0
1300000,5,6,230,"Hortaleza, Madrid",0,1
970000,4,4,287,"Ciudad Lineal, Madrid",0,1
859000,3,3,133,"Centro, Madrid",1,0
725000,2,5,200,"Barrio de Salamanca, Madrid",1,0
4500000,4,7,524,"Chamberí, Madrid",1,0
1348000,4,6,427,"Ciudad Lineal, Madrid",1,0
3500000,6,5,325,"Chamartín, Madrid",0,1
4200000,3,5,457,"Chamberí, Madrid",1,0
2800000,8,7,780,"Moncloa, Madrid",0,1
1690000,2,3,133,"Centro, Madrid",1,0
5500000,9,7,1200,"Moncloa, Madrid",0,1
3500000,10,7,749,"Moncloa, Madrid",0,1
314000,1,3,76,"Lavapiés-Embajadores, Madrid",1,0
730000,3,4,158,"Ciudad Lineal, Madrid",1,0
2800000,6,5,452,"Hortaleza, Madrid",0,1
980000,2,4,130,"Hortaleza, Madrid",1,0
595000,2,4,140,"Moncloa, Madrid",1,0
349000,1,1,51,"Moncloa, Madrid",1,0
569000,2,3,104,"Delicias, Madrid",1,0
1890000,3,4,234,"El Viso, Madrid",1,0
2600000,4,4,214,"Chamberí, Madrid",1,0
1339000,4,3,158,"Goya, Madrid",1,0
179000,1,3,84,"San Fermín, Madrid",1,0
499900,2,4,126,"Estrella, Madrid",1,0
415000,1,1,94,"Fuencarral, Madrid",1,0
995000,4,4,240,"Fuencarral, Madrid",1,0
4750000,6,5,440,"Chamartín, Madrid",0,1
1420000,3,5,185,"Chamartín, Madrid",0,1
1400000,3,4,174,"Chamartín, Madrid",1,0
1670000,5,4,165,"Chamartín, Madrid",1,0
1650000,2,4,211,"Chamartín, Madrid",1,0
1490000,3,3,142,"Chamberí, Madrid",1,0
1350000,4,4,264,"Fuencarral, Madrid",1,0
650000,2,3,153,"Fuencarral, Madrid",1,0
670000,2,3,105,"Retiro, Madrid",1,0
875000,2,3,101,"Barrio de Salamanca, Madrid",1,0
2945000,3,3,281,"Chamberí, Madrid",1,0
1725000,5,4,540,"Hortaleza, Madrid",0,1
1495000,3,4,264,"Chamartín, Madrid",1,0
730000,2,2,125,"Chamartín, Madrid",1,0
1430000,3,3,164,"Chamartín, Madrid",1,0
630000,3,3,132,"Chamartín, Madrid",1,0
495000,1,1,98,"Centro, Madrid",1,0
835000,5,4,302,"Moncloa, Madrid",0,1
790000,2,6,167,"Huertas-Cortes, Madrid",1,0
790000,3,3,137,"Chamartín, Madrid",1,0
989000,3,3,112,"Sol, Madrid",1,0
122000,1,2,48,"Simancas, Madrid",1,0
3500000,6,6,489,"Hortaleza, Madrid",0,1
635000,3,4,151,"Retiro, Madrid",1,0
2395000,5,4,264,"Chamberí, Madrid",1,0
1090000,3,4,208,"Tetuán, Madrid",1,0
399000,1,1,70,"Hortaleza, Madrid",1,0
719000,2,2,71,"Goya, Madrid",1,0
1680000,4,3,214,"Castellana, Madrid",1,0
230000,2,3,98,"Buena Vista, Madrid",1,0
1490000,3,3,145,"Trafalgar, Madrid",1,0
399000,1,2,81,"Prosperidad, Madrid",1,0
699000,2,4,126,"Ibiza, Madrid",1,0
825000,3,2,144,"Hortaleza, Madrid",1,0
799000,2,2,75,"Barrio de Salamanca, Madrid",1,0
1100000,2,2,112,"Gaztambide, Madrid",1,0
1259000,3,3,157,"Trafalgar, Madrid",1,0
210000,1,0,51,"Canillas, Madrid",1,0
485000,2,3,180,"Casco Histórico de Barajas, Madrid",1,0
850000,2,2,101,"Goya, Madrid",1,0
379000,1,1,61,"Cuatro Caminos, Madrid",1,0
830000,3,4,232,"Timón, Madrid",0,1
2000000,5,6,305,"Hortaleza, Madrid",0,1
1495000,3,4,224,"Lista, Madrid",1,0
350000,1,0,61,"Sol, Madrid",1,0
850000,2,2,100,"Lista, Madrid",1,0
3195000,5,5,274,"Almagro, Madrid",1,0
1450000,4,5,320,"Colina, Madrid",1,0
1195000,2,2,90,"Goya, Madrid",1,0
1025000,3,4,224,"Gaztambide, Madrid",1,0
650000,2,3,120,"Goya, Madrid",1,0
310000,1,3,73,"Chopera, Madrid",1,0
450000,1,2,60,"Sol, Madrid",1,0
417500,2,2,96,"Valdeacederas, Madrid",1,0
830000,3,4,155,"Chamartín, Madrid",1,0
310000,1,2,89,"Ventas, Madrid",1,0
391000,2,2,104,"Valdeacederas, Madrid",1,0
870000,2,2,91,"Trafalgar, Madrid",1,0
1700000,7,6,595,"El Plantío, Madrid",0,1
1100000,4,4,263,"Hortaleza, Madrid",0,1
960000,2,4,150,"Castellana, Madrid",1,0
565000,1,2,62,"Trafalgar, Madrid",1,0
245000,1,1,70,"Imperial, Madrid",1,0
375000,2,2,60,"Argüelles, Madrid",1,0
2500000,5,6,399,"Arapiles, Madrid",1,0
690000,2,3,138,"Gaztambide, Madrid",1,0
2680000,3,3,199,"Barrio de Salamanca, Madrid",1,0
1380000,2,2,120,"Almagro, Madrid",1,0
2900000,12,7,1768,"Moncloa, Madrid",0,1
345000,1,2,50,"Ciudad Jardín, Madrid",1,0
1495000,3,3,188,"Chamartín, Madrid",1,0
2600000,6,4,500,"Malasaña-Universidad, Madrid",1,0
447500,2,2,96,"Valdeacederas, Madrid",1,0
2990000,7,5,728,"Ciudad Universitaria, Madrid",0,1
520000,2,3,102,"Imperial, Madrid",1,0
585000,2,2,154,"Tetuán, Madrid",1,0
4000000,6,6,969,"Hortaleza, Madrid",0,1
697000,1,2,122,"Nuevos Ministerios-Ríos Rosas, Madrid",1,0
1690000,6,6,533,"Hortaleza, Madrid",0,1
2395000,5,5,781,"Mirasierra, Madrid",0,1
1450000,5,5,340,"Moncloa, Madrid",1,0
445000,3,3,111,"Gaztambide, Madrid",1,0
329900,2,2,80,"Colina, Madrid",1,0
735000,2,3,120,"Valdebebas - Valdefuentes, Madrid",1,0
2600000,4,3,382,"Centro, Madrid",1,0
240000,1,1,38,"Malasaña-Universidad, Madrid",1,0
1000000,2,5,186,"Lista, Madrid",1,0
379900,1,3,116,"Salvador, Madrid",1,0
789000,3,3,107,"Chueca-Justicia, Madrid",1,0
750000,2,2,127,"Chueca-Justicia, Madrid",1,0
950000,3,3,127,"Cuzco-Castillejos, Madrid",1,0
2055000,3,2,242,"Barrio de Salamanca, Madrid",1,0
849000,3,3,111,"Chueca-Justicia, Madrid",1,0
899000,3,3,107,"Malasaña-Universidad, Madrid",1,0
780000,1,2,74,"Castellana, Madrid",1,0
198000,1,3,70,"Ventas, Madrid",1,0
1499000,4,3,196,"Chueca-Justicia, Madrid",1,0
679000,3,2,75,"Lista, Madrid",1,0
565000,2,3,108,"Estrella, Madrid",1,0
160000,1,1,25,"Lavapiés-Embajadores, Madrid",1,0
2500000,10,11,761,"Valdemarín, Madrid",0,1
690000,2,4,163,"Sol, Madrid",1,0
1000000,2,5,186,"Lista, Madrid",1,0
1200000,3,3,236,"Prosperidad, Madrid",1,0
1220000,3,5,194,"Vallehermoso, Madrid",1,0
640000,2,2,100,"Centro, Madrid",1,0
1312500,3,4,215,"Nuevos Ministerios-Ríos Rosas, Madrid",1,0
358000,2,3,100,"Hortaleza, Madrid",1,0
2395000,4,4,700,"Mirasierra, Madrid",0,1
580000,1,4,139,"Centro, Madrid",1,0
425000,1,2,62,"Huertas-Cortes, Madrid",1,0
3250000,3,6,300,"Almagro, Madrid",1,0
595000,2,4,140,"Hortaleza, Madrid",1,0
829000,3,3,102,"Centro, Madrid",1,0
1145000,2,4,224,"Centro, Madrid",1,0
1195000,3,6,213,"Barrio de Salamanca, Madrid",1,0
695000,2,3,135,"Chueca-Justicia, Madrid",1,0
2150000,6,6,575,"Conde Orgaz-Piovera, Madrid",0,1
1075000,2,3,169,"Nuevos Ministerios-Ríos Rosas, Madrid",1,0
950000,3,3,205,"Moncloa, Madrid",0,1
308000,1,2,54,"Trafalgar, Madrid",1,0
1550000,3,3,156,"Barrio de Salamanca, Madrid",1,0
1900000,4,6,372,"Canillas, Madrid",0,1
795000,3,2,201,"Moncloa, Madrid",0,1
1175000,3,3,165,"Centro, Madrid",1,0
590000,2,2,93,"Malasaña-Universidad, Madrid",1,0
730000,1,1,81,"Recoletos, Madrid",1,0
880000,3,4,180,"Valdebebas - Valdefuentes, Madrid",1,0
850000,2,4,182,"Arganzuela, Madrid",1,0
859000,2,2,88,"Centro, Madrid",1,0
1200000,2,3,178,"Gaztambide, Madrid",1,0
350000,1,2,76,"Chopera, Madrid",1,0
1060000,4,5,276,"Gaztambide, Madrid",1,0
550000,2,2,69,"Lista, Madrid",1,0
1950000,7,8,660,"Canillejas, Madrid",0,1
785000,2,2,116,"Trafalgar, Madrid",1,0
990000,3,5,194,"Vallehermoso, Madrid",1,0
1740000,2,4,172,"El Viso, Madrid",1,0
475000,2,4,98,"Hortaleza, Madrid",1,0
1450000,4,5,320,"Ciudad Lineal, Madrid",1,0
1050000,4,5,337,"Hortaleza, Madrid",1,0
579000,2,3,118,"Pacífico, Madrid",1,0
560000,1,1,88,"Chamartín, Madrid",1,0
1250000,2,2,150,"Chueca-Justicia, Madrid",1,0
1150000,4,5,254,"San Juan Bautista, Madrid",1,0
3300000,4,6,399,"Chamartín, Madrid",1,0
675000,2,3,151,"Valdezarza, Madrid",1,0
1950000,4,5,240,"Barrio de Salamanca, Madrid",1,0
235000,1,2,64,"Lavapiés-Embajadores, Madrid",1,0
840000,2,2,81,"Goya, Madrid",1,0
2060000,5,5,334,"Hortaleza, Madrid",0,1
950000,2,4,157,"Nuevos Ministerios-Ríos Rosas, Madrid",1,0
660000,2,2,121,"Malasaña-Universidad, Madrid",1,0
2055000,3,2,245,"Lista, Madrid",1,0
1540000,3,4,345,"Moncloa, Madrid",1,0
750000,2,2,105,"Almagro, Madrid",1,0
1300000,2,4,236,"Gaztambide, Madrid",1,0
449900,2,3,105,"Quintana, Madrid",1,0
259900,1,2,61,"Ventas, Madrid",1,0
1074000,2,5,179,"Lista, Madrid",1,0
199000,1,2,66,"Puerta del Ángel, Madrid",1,0
625000,2,5,117,"Ibiza, Madrid",1,0
860000,3,4,191,"Cuatro Caminos, Madrid",1,0
950000,2,3,125,"Trafalgar, Madrid",1,0
290000,2,2,62,"Lavapiés-Embajadores, Madrid",1,0
1650000,5,5,360,"Conde Orgaz-Piovera, Madrid",0,1
2650000,2,7,272,"Barrio de Salamanca, Madrid",1,0
1050000,6,6,420,"Hortaleza, Madrid",0,1
349000,1,2,82,"Arapiles, Madrid",1,0
1300000,3,5,305,"Fuentelarreina, Madrid",1,0
299000,1,2,76,"Costillares, Madrid",1,0
2500000,6,6,307,"Chamberí, Madrid",1,0
850000,3,5,184,"Ciudad Lineal, Madrid",1,0
609000,2,2,89,"Guindalera, Madrid",1,0
785000,2,3,120,"El Viso, Madrid",1,0
1950000,3,4,175,"Lista, Madrid",1,0
1320000,2,3,140,"Barrio de Salamanca, Madrid",1,0
1495000,6,6,482,"Hortaleza, Madrid",0,1
3950000,5,4,291,"Barrio de Salamanca, Madrid",1,0
1680000,3,3,214,"Castellana, Madrid",1,0
465000,2,2,104,"Valdeacederas, Madrid",1,0
1600000,4,4,249,"Tetuán, Madrid",1,0
1150000,3,3,133,"Malasaña-Universidad, Madrid",1,0
1200000,4,5,375,"Ciudad Lineal, Madrid",1,0
210000,3,3,153,"Puente de Vallecas, Madrid",1,0
795000,2,3,146,"Palomas, Madrid",1,0
870000,3,3,314,"Hortaleza, Madrid",0,1
500000,2,2,99,"Centro, Madrid",1,0
1475000,4,5,376,"Cuzco-Castillejos, Madrid",1,0
865000,2,2,127,"Trafalgar, Madrid",1,0
990000,4,6,293,"Ciudad Lineal, Madrid",1,0
1080000,2,4,270,"Tetuán, Madrid",1,0
