Usera,Chamberí,San Blas-Canillejas,Moncloa-Aravaca,Barajas,Salamanca,Tetuán,Chamartín,Carabanchel,Villaverde,Latina,Hortaleza,Centro,Ciudad Lineal,Vicálvaro,Villa de Vallecas,Retiro,Fuencarral-El Pardo,Moratalaz,Puente de Vallecas,price,baths,rooms,sqft,size_range,Independientes
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3200000,5,7,410,Q4 - Very Large,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2300000,5,5,265,Q4 - Very Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1420000,2,4,185,Q3 - Large,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1800000,6,5,440,Q4 - Very Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1850000,3,4,297,Q4 - Very Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1850000,3,4,297,Q4 - Very Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1290000,3,5,166,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1375000,3,4,247,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1690000,4,5,252,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2100000,3,5,392,Q4 - Very Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2200000,3,4,235,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1400000,3,4,173,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1490000,4,5,240,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2750000,5,6,300,Q4 - Very Large,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,370000,1,3,56,Q1 - Small,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,475000,2,4,100,Q1 - Small,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1445000,3,3,263,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,350000,1,1,79,Q1 - Small,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1650000,2,2,181,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3700000,5,6,430,Q4 - Very Large,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2300000,5,5,256,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1330000,3,5,234,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3200000,4,7,573,Q4 - Very Large,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2490000,4,4,593,Q4 - Very Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2500000,4,7,212,Q3 - Large,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1820000,3,5,380,Q4 - Very Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,420000,1,1,57,Q1 - Small,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1445000,3,3,263,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3200000,7,7,573,Q4 - Very Large,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1200000,3,4,168,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3000000,4,4,269,Q4 - Very Large,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3600000,6,5,376,Q4 - Very Large,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700000,3,3,124,Q2 - Medium,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1750000,3,4,200,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3500000,6,5,325,Q4 - Very Large,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4750000,6,5,440,Q4 - Very Large,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1420000,3,5,185,Q3 - Large,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1400000,3,4,174,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1670000,5,4,165,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1650000,2,4,211,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1495000,3,4,264,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,730000,2,2,125,Q2 - Medium,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1430000,3,3,164,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,630000,3,3,132,Q2 - Medium,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,790000,3,3,137,Q2 - Medium,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,830000,3,4,155,Q2 - Medium,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1495000,3,3,188,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,560000,1,1,88,Q1 - Small,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3300000,4,6,399,Q4 - Very Large,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075000,3,3,169,Q3 - Large,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,1,4,139,Q2 - Medium,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900000,4,3,193,Q3 - Large,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710000,4,3,206,Q3 - Large,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000,3,4,257,Q3 - Large,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795000,2,3,138,Q2 - Medium,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799000,3,6,143,Q2 - Medium,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950000,2,4,157,Q2 - Medium,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945000,2,3,159,Q3 - Large,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,2,3,128,Q2 - Medium,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530000,2,2,133,Q2 - Medium,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945000,2,3,159,Q3 - Large,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390000,1,0,64,Q1 - Small,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,2,2,115,Q2 - Medium,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380000,2,2,50,Q1 - Small,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649000,1,2,73,Q1 - Small,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865000,2,2,104,Q1 - Small,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,1,3,103,Q1 - Small,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440000,3,5,277,Q4 - Very Large,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700000,4,5,407,Q4 - Very Large,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865000,2,2,127,Q2 - Medium,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,3,2,138,Q2 - Medium,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100000,4,4,395,Q4 - Very Large,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,4,5,314,Q4 - Very Large,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990000,1,2,104,Q1 - Small,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250000,3,4,256,Q3 - Large,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720000,2,4,143,Q2 - Medium,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,4,7,524,Q4 - Very Large,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200000,3,5,457,Q4 - Very Large,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600000,4,4,214,Q3 - Large,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490000,3,3,142,Q2 - Medium,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2945000,3,3,281,Q4 - Very Large,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2395000,5,4,264,Q3 - Large,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,6,6,307,Q4 - Very Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310000,1,3,73,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000,1,2,76,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2450000,3,4,261,Q3 - Large,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,330000,1,2,60,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,780000,2,2,57,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,789000,3,3,107,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,199000,1,1,14,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,789000,3,3,100,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,250000,1,1,40,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2290000,3,3,184,Q3 - Large,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1760000,3,3,145,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,299000,1,1,41,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,404000,1,1,67,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2190000,3,3,209,Q3 - Large,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,999000,3,3,104,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,789000,3,3,107,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,750000,2,2,127,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,849000,3,3,111,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1499000,4,3,196,Q3 - Large,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,695000,2,3,135,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1250000,2,2,150,Q2 - Medium,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1990000,5,4,242,Q3 - Large,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2580000,4,3,300,Q4 - Very Large,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,345000,1,2,50,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1080000,2,4,200,Q3 - Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,233000,1,1,40,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,850000,2,3,135,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,350000,2,4,116,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,799000,4,5,180,Q3 - Large,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,920000,4,5,217,Q3 - Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1150000,2,4,244,Q3 - Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,990000,4,6,293,Q4 - Very Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500000,1,1,78,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,950000,2,3,150,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1400000,4,7,413,Q4 - Very Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1290000,4,5,390,Q4 - Very Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,920000,4,5,217,Q3 - Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,850000,2,3,164,Q3 - Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1050000,3,4,191,Q3 - Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,970000,4,4,287,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1348000,4,6,427,Q4 - Very Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,730000,3,4,158,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1450000,4,5,320,Q4 - Very Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,850000,3,5,184,Q3 - Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1200000,4,5,375,Q4 - Very Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,990000,4,6,293,Q4 - Very Large,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550000,9,8,720,Q4 - Very Large,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870000,2,3,177,Q3 - Large,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095000,3,4,270,Q4 - Very Large,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450000,4,5,258,Q3 - Large,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100000,5,8,694,Q4 - Very Large,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369000,1,1,61,Q1 - Small,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000,6,6,540,Q4 - Very Large,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2990000,7,5,728,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,850000,2,3,131,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,329900,2,2,80,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,610000,2,2,120,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1450000,4,5,320,Q4 - Very Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,329900,2,2,80,Q1 - Small,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,475000,2,3,112,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,365900,2,3,105,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1650000,5,5,367,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2800000,5,5,452,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1800000,5,6,276,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,525000,2,2,107,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2690000,8,5,450,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3465000,10,12,1380,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3100000,5,4,750,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1690000,6,6,530,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2150000,6,6,575,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1650000,5,5,360,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,460000,1,4,126,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,595000,2,4,123,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1400000,4,7,413,Q4 - Very Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,299000,1,2,76,Q1 - Small,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1590000,4,5,360,Q4 - Very Large,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,599000,2,2,107,Q2 - Medium,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,475000,1,2,75,Q1 - Small,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,320000,1,2,66,Q1 - Small,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000,3,3,165,Q3 - Large,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,345000,1,2,42,Q1 - Small,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,379000,1,1,61,Q1 - Small,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,860000,3,4,191,Q3 - Large,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,369000,2,2,75,Q1 - Small,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,950000,3,3,120,Q2 - Medium,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1349000,3,3,137,Q2 - Medium,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1499000,3,3,187,Q3 - Large,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2200000,4,4,279,Q4 - Very Large,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1850000,4,5,256,Q3 - Large,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,950000,3,3,127,Q2 - Medium,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1475000,4,5,376,Q4 - Very Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569000,2,3,104,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,648000,2,4,216,Q3 - Large,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000,7,6,595,Q4 - Very Large,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,675000,2,1,91,Q1 - Small,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2275000,4,5,399,Q4 - Very Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2300000,3,3,237,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1129500,2,3,188,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3600000,4,5,336,Q4 - Very Large,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1950000,3,4,283,Q4 - Very Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2500000,5,4,463,Q4 - Very Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1890000,3,4,234,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1740000,2,4,172,Q3 - Large,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,785000,2,3,120,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,179000,1,1,71,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,629900,2,4,133,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,499900,2,4,126,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,565000,2,3,108,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,470000,2,3,95,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1395000,6,5,368,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1435000,6,6,388,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2200000,4,4,450,Q4 - Very Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,820000,4,5,287,Q4 - Very Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,850000,3,4,238,Q3 - Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1050000,3,5,265,Q4 - Very Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,995000,4,4,240,Q3 - Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,535000,2,4,150,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,675000,2,3,152,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,850000,3,4,238,Q3 - Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3000000,7,5,881,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2500000,7,8,862,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1300000,4,4,247,Q3 - Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3500000,2,4,738,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,975000,4,7,484,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1050000,3,5,265,Q4 - Very Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,460000,2,2,104,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1950000,7,6,650,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2075000,4,4,284,Q4 - Very Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1700000,4,4,387,Q4 - Very Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2095000,6,5,388,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1240000,5,9,601,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1250000,5,4,275,Q4 - Very Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,485000,2,3,161,Q3 - Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3000000,8,5,881,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,650000,2,3,150,Q2 - Medium,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,430000,2,3,91,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,675000,3,6,195,Q3 - Large,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,975000,4,7,484,Q4 - Very Large,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,995000,4,4,240,Q3 - Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,415000,1,1,94,Q1 - Small,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,995000,4,4,240,Q3 - Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1350000,4,4,264,Q3 - Large,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,650000,2,3,153,Q2 - Medium,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795000,3,4,175,Q3 - Large,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590000,2,3,143,Q2 - Medium,0
